id,value,Author,Skill Statement,parent_id,Keywords,Standards,Certifications,Occupation Major Groups,Occupation Minor Groups,Broad Occupations,Detailed Occupations,O*Net Job Codes,Employers,Alignment Name,Alignment URL,Alignment Framework
https://osmt.wgu.edu/api/skills/e3e1c29b-b564-4126-9c72-5d51dcb09b63,Student Activity and Performance Report Preparation,Western Governors University,Prepare reports and research findings detailing student activities and performance.,Educational Evaluation,Educational Evaluation; WGUSID: 5581,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; InTASC_6o; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; AAQEP_1a,,11-0000; 25-0000,11-9000; 25-1000; 25-2000; 25-4000; 25-9000,11-9030; 25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Educational Evaluation,https://skills.emsidata.com/skills/KS123C26WT1BJCGR08PQ,
https://osmt.wgu.edu/api/skills/569dbb48-598c-4407-814a-01538087f445,Formative Assessment Selection,Western Governors University,Select appropriate formative and summative assessments.,Educational Evaluation,Educational Evaluation; Instructional Design; WGUSID: 6176; NGT; K-12 Teacher,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_EdLeaders_3b; ISTE.Coach.PLF.5bAAQEP_1d; ISTE_Educators_4b; InTASC_6a; ILA_Teachers_3.3,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Educational Evaluation,https://skills.emsidata.com/skills/KS123C26WT1BJCGR08PQ,
https://osmt.wgu.edu/api/skills/d6d0c686-60b4-4242-b91e-b39a7dbf652a,Educational Strategy Development,Western Governors University,Develop an education strategy.,Educational Leadership,Educational Leadership; WGUSID: 2496,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5cAAQEP_1a; ISTE.Coach.LD.4c; ISTE_EdLeaders_3b; ISTE.Coach.DCA.7d; ISTE.Coach.DCA.7c; ISTE.Coach.DCA.7a; ISTE.Coach.DCA.7b,,11-0000; 25-0000,11-9000; 25-4000; 25-9000,11-9030; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Educational Leadership,https://skills.emsidata.com/skills/KS123C271JPZ5MHPZG97,
https://osmt.wgu.edu/api/skills/15d5ee9a-b98f-4db7-b8dd-97d34f69d41d,Technology Assignment Development,Western Governors University,"Develop assignments in which students can use technology to access, interpret, and apply knowledge.",Educational Technologies,Educational Technologies; WGUSID: 2451,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE.Coach.CA.1b; ISTE_EdLeaders_3d; ILA_Teachers_5.2,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Educational Technologies,https://skills.emsidata.com/skills/KS121YM5YHFCQG78PSP4,
https://osmt.wgu.edu/api/skills/83e178fc-ae03-4579-991e-ce1446ffead2,Global and Local Learning Lesson Development,Western Governors University,Develop an engaging lesson that uses a range of learning skills and technology tools to extend student learning locally and globally.,Educational Technologies,WGUSID: 2402; NGT; K-12 Teacher,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3b; ISTE.Coach.C.3b; ISTE.Coach.CA.1b; ISTE_EdLeaders_3e; AAQEP_2d,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Educational Technologies,https://skills.emsidata.com/skills/KS121YM5YHFCQG78PSP4,
https://osmt.wgu.edu/api/skills/ef9cf863-14fb-44e8-aa03-94394589be7f,Ethical Constraint Analysis,Western Governors University,Analyze evidence or research about ethical constraints.,Ethical Codes,Professional_Ethics; Doing; Ethical Codes; WGUSID: 339,InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE.Coach.DCA.7d; ATD.Pers.CE; ISTE.Coach.C.3c; ISTE.Coach.PLF.5cISTE_Educators_1c,,21-0000; 25-0000,21-1000; 25-4000; 25-9000,21-1090; 25-4020; 25-9010; 25-9030; 25-9090,21-1094; 25-4022; 25-9011; 25-9031; 25-9099,,,Ethical Codes,https://skills.emsidata.com/skills/KS123P25YYWF2Y9YH350,
https://osmt.wgu.edu/api/skills/5ec529a9-58d6-488b-8b4d-f2b26f2d49fd,Research Results Integration in Teaching,Western Governors University,Integrate data and research results in teaching practices.,Evidence-Based Practice,Evidence-Based Practice; WGUSID: 4517,InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE.Coach.PLF.5cAAQEP_1d; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Evidence-Based Practice,https://skills.emsidata.com/skills/KS123987840L8J17862K,
https://osmt.wgu.edu/api/skills/6f98d145-48eb-46f7-848f-c114f4434223,Competency and Learning Outcome Instruction,Western Governors University,Provide instruction to aid learners in acquiring specific competencies associated with intended learning outcomes.,Instruction Delivery,Certifications; Instruction Delivery; Certification; WGUSID: 5784,InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ATD.Prof.KM; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.LD.4c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.C.3b; ISTE.Coach.CA.1b; ISTE_Educators_1b; ATD.Pers.C,,25-0000,25-9000,25-9030,25-9031,,,Instruction Delivery,https://skills.emsidata.com/skills/ESC13BC4A29B476F1E72,
https://osmt.wgu.edu/api/skills/6bcbf63c-96f5-40f1-9f50-0bd422f866c4,Core Instructional Design Strategies Application,Western Governors University,Apply core instructional design strategies to instructional design projects.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 422,ISTE_Educators_4d; ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ATD.Pers.PM; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; InTASC_3c; ISTE_EdLeaders_2b; ISTE.Coach.LD.4c; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; ISTE_EdLeaders_2a; ISTE.Coach.PLF.5bISTE_Educators_1c,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/caa04afe-2f25-4c5b-9592-da63181d6381,Project Plans Creation,Western Governors University,"Create project plans based on the analysis, design, development, implementation, and evaluation (ADDIE) model.",Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 1692,ISTE_Educators_4d; ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ATD.Prof.LS; ATD.Pers.PM; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; InTASC_3c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.C.3d; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; ISTE_EdLeaders_3e; ISTE.Coach.PLF.5cISTE_Educators_1c; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/d6504d9e-fc4d-4d8c-8bf2-670625570c5b,SAM1 and SAM2 Processes Project Plans Creation,Western Governors University,Create project plans using the SAM1 and SAM2 processes.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 1694,ISTE_Educators_4d; ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ATD.Pers.PM; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; InTASC_3c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; ISTE.Coach.PLF.5bISTE_Educators_1c; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/96a0c5a1-8b20-4483-b570-1139db81cfcf,Educational Materials Prototypes Deployment,Western Governors University,Deploy prototypes of educational materials.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 1978,ISTE_Educators_4d; ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; InTASC_6o; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; InTASC_3c; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; ISTE_EdLeaders_2a; ISTE.Coach.CA.1e; ATD.Pers.C; ISTE.Coach.C.3c; ISTE.Coach.PLF.5bISTE_Educators_1c; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/01d91789-181f-4d7a-bb90-939257f15ca7,Learning Experience Design,Western Governors University,Design the learning experience using learning theories that will support achievement of learning outcomes.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 2168,ISTE_Educators_4d; ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; InTASC_3c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; ISTE.Coach.PLF.5bISTE_Educators_1c; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/ace77994-14b0-420c-83fb-f751e9ed5bbe,Achievement Measurement Assessments Development,Western Governors University,Develop assessments to measure student achievement of the learning outcomes.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 2450,ISTE_Educators_4d; ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; InTASC_3c; ISTE_Educators_4b; ISTE_EdLeaders_3e; ISTE.Coach.PLF.5cISTE_Educators_1c; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/5e81af1b-c0a2-4312-9e57-f41a112e3a1a,Instructional Design Project Management Model Implementation,Western Governors University,Implement the best instructional design project management model for a given instructional design project.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 4364,ISTE_Educators_4d; ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ATD.Pers.PM; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; InTASC_3c; ISTE_EdLeaders_4a; ISTE.Coach.CA.1b; ISTE_Educators_4a; ISTE_Educators_4c; ISTE.Coach.PLF.5bISTE_Educators_1c; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/382622fb-7f90-443f-abee-b918ae710066,Savvy Start Meeting Leadership,Western Governors University,Lead a Savvy Start meeting.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 4634,InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; InTASC_6o; ISTE_Educators_2b; InTASC_3c; ISTE_EdLeaders_2a; ATD.Pers.C; ISTE_Educators_2c; ISTE.Coach.PLF.5bISTE_Educators_2a; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/1fcb4bc8-e066-48fe-ba46-2971185930b6,"Analysis, Design, Development, Implementation, and Evaluation (ADDIE) Process Demonstration",Western Governors University,"Lead project stakeholders through the ADDIE process (analysis, design, development, implementation, and evaluation).",Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 4660,ISTE_Educators_4d; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Org.ODC; ATD.Prof.LS; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; InTASC_6o; ISTE_Educators_2b; InTASC_3c; ISTE_EdLeaders_2a; ATD.Pers.C; ISTE_Educators_2c; ISTE.Coach.PLF.5bISTE_Educators_2a; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/2edabd2f-96b1-4bf9-8b31-c901adedf624,Success Approximation Model Process Demonstration,Western Governors University,Lead stakeholders through the successive approximation model (SAM and SAM2) process.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 4668,ISTE_Educators_4d; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Org.ODC; ATD.Prof.LS; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; InTASC_6o; ISTE_Educators_2b; InTASC_3c; ISTE_EdLeaders_2a; ATD.Pers.C; ISTE_Educators_2c; ISTE.Coach.PLF.5bISTE_Educators_2a; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/7f9ebc9c-d4ae-4b13-9612-35ac902c6f56,Iterative Curriculum Design Management,Western Governors University,Manage iterative curriculum design.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 4948,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ATD.Org.FR; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; InTASC_6o; ISTE_Educators_5b; ISTE_Educators_5c; InTASC_3c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.PLF.5bISTE_Educators_5a; InTASC_6r,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/8851bd95-90b0-45e8-9465-e370b236cfe2,Iterative Curriculum Development Management,Western Governors University,Manage iterative curriculum development.,Instructional Design,Instructional Design; Instructional Design Process; WGUSID: 4949,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ATD.Org.FR; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; InTASC_6o; ISTE_Educators_5b; ISTE_Educators_5c; InTASC_3c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.PLF.5bISTE_Educators_5a; InTASC_6r,,11-0000; 25-0000,11-9000; 25-4000; 25-9000,11-9030; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
